noun,gender,lang
galette,feminine,French
galiote,feminine,French
galipette,feminine,French
gallacétophénone,feminine,French
galle,feminine,French
galléine,feminine,French
gallérie,feminine,French
gallinule,feminine,French
Galloise,feminine,French
gallomanie,feminine,French
galoche,feminine,French
galopade,feminine,French
galvanisation,feminine,French
galvanoplastie,feminine,French
galvanotype,feminine,French
galvanotypie,feminine,French
gamache,feminine,French
gamahucheuse,feminine,French
gambette,feminine,French
Gambienne,feminine,French
gambille,feminine,French
gambiste,feminine,French
gamelle,feminine,French
gamine,feminine,French
gaminerie,feminine,French
gammaglobuline,feminine,French
gamme,feminine,French
ganache,feminine,French
ganacherie,feminine,French
ganaderia,feminine,French
Gandoise,feminine,French
gandoura,feminine,French
gangræne,feminine,French
gangrène,feminine,French
gangue,feminine,French
ganse,feminine,French
gansette,feminine,French
ganteline,feminine,French
ganterie,feminine,French
garagiste,feminine,French
garance,feminine,French
garantie,feminine,French
garantissabilité,feminine,French
Garat,feminine,French
garbure,feminine,French
garce,feminine,French
garçonnière,feminine,French
garde,feminine,French
garderie,feminine,French
gardienne,feminine,French
gare,feminine,French
gargamelle,feminine,French
gargote,feminine,French
gargotière,feminine,French
gargouille,feminine,French
gargoulette,feminine,French
Garneau,feminine,French
garniérite,feminine,French
garniture,feminine,French
Garonne,feminine,French
garoupe,feminine,French
gasconnade,feminine,French
gasconne,feminine,French
Gaspésie,feminine,French
gaspilleuse,feminine,French
gassendiste,feminine,French
Gasthaus,feminine,French
gastralgie,feminine,French
gastrectomie,feminine,French
gastricité,feminine,French
gastrite,feminine,French
gastro,feminine,French
gastroentérologie,feminine,French
gastronome,feminine,French
gastronomie,feminine,French
gastroscopie,feminine,French
gastrosophie,feminine,French
gastrotomie,feminine,French
gâterie,feminine,French
gâtine,feminine,French
Gatineau,feminine,French
Gatinoise,feminine,French
gauche,feminine,French
gauchère,feminine,French
gaucherie,feminine,French
gauchiste,feminine,French
gaude,feminine,French
Gaudet,feminine,French
gaudriole,feminine,French
gaufre,feminine,French
gaufrette,feminine,French
gaufreuse,feminine,French
gaufrure,feminine,French
gaule,feminine,French
Gaule,feminine,French
fa,masculine,French
Fa,masculine,French
fabliau,masculine,French
fablier,masculine,French
fabricant,masculine,French
fabricateur,masculine,French
Fabrice,masculine,French
fabuliste,masculine,French
Faby,masculine,French
facho,masculine,French
facilitateur,masculine,French
façonnage,masculine,French
façonnier,masculine,French
facsimilé,masculine,French
factage,masculine,French
facteur,masculine,French
facturier,masculine,French
fada,masculine,French
faict,masculine,French
faignant,masculine,French
faiseur,masculine,French
faîteau,masculine,French
faitout,masculine,French
faix,masculine,French
fakirisme,masculine,French
falbala,masculine,French
falconidé,masculine,French
falconiforme,masculine,French
faldistoire,masculine,French
falerne,masculine,French
falisque,masculine,French
falot,masculine,French
falsificateur,masculine,French
famélique,masculine,French
fan,masculine,French
fanage,masculine,French
fanal,masculine,French
fanatique,masculine,French
fantaisiste,masculine,French
fantascope,masculine,French
fantasmascope,masculine,French
fantasme,masculine,French
fantassin,masculine,French
fantoche,masculine,French
fantosme,masculine,French
faraday,masculine,French
farceur,masculine,French
farcin,masculine,French
fard,masculine,French
fardier,masculine,French
farfadet,masculine,French
farnésol,masculine,French
farniente,masculine,French
fascisme,masculine,French
fasciste,masculine,French
Fassanaro,masculine,French
Fassett,masculine,French
faste,masculine,French
fatalisme,masculine,French
fataliste,masculine,French
fatha,masculine,French
fatiste,masculine,French
fatras,masculine,French
fattouch,masculine,French
faubert,masculine,French
fauconneau,masculine,French
fauconnier,masculine,French
faufil,masculine,French
faufilage,masculine,French
Faulx,masculine,French
faune,masculine,French
faussaire,masculine,French
fauvisme,masculine,French
fauviste,masculine,French
Faux,masculine,French
favus,masculine,French
fayencier,masculine,French
fayettiste,masculine,French
habitante,feminine,French
habitation,feminine,French
habituation,feminine,French
habitude,feminine,French
hâblerie,feminine,French
hachure,feminine,French
hackeuse,feminine,French
hacktiviste,feminine,French
hæmaturie,feminine,French
hæmoglobine,feminine,French
hæmorragie,feminine,French
hæmorrhagie,feminine,French
hæresie,feminine,French
hagiographe,feminine,French
hagiographie,feminine,French
hagiologie,feminine,French
haïkiste,feminine,French
haine,feminine,French
haïsseuse,feminine,French
Haïtienne,feminine,French
Hajtamiri,feminine,French
halde,feminine,French
halite,feminine,French
halitose,feminine,French
Halloween,feminine,French
halloysite,feminine,French
hallucination,feminine,French
hallucinose,feminine,French
Hallyu,feminine,French
halogénation,feminine,French
halographie,feminine,French
halophyte,feminine,French
halorhodopsine,feminine,French
halte,feminine,French
haltérophile,feminine,French
hamartiologie,feminine,French
Hambourgeoise,feminine,French
Hamiote,feminine,French
hampe,feminine,French
hanéfite,feminine,French
hantise,feminine,French
hantologie,feminine,French
haploïdie,feminine,French
haplologie,feminine,French
hargne,feminine,French
haridelle,feminine,French
harmoniciste,feminine,French
harmonie,feminine,French
harmonisation,feminine,French
harpie,feminine,French
harpiste,feminine,French
hart,feminine,French
hartite,feminine,French
Haruko,feminine,French
hase,feminine,French
hass,feminine,French
hatchetine,feminine,French
Hathor,feminine,French
hausse,feminine,French
hautboïste,feminine,French
hautesse,feminine,French
hauteur,feminine,French
haüynite,feminine,French
Havraise,feminine,French
Hawaï,feminine,French
hébéphrène,feminine,French
hébéphrénie,feminine,French
hébergeuse,feminine,French
hébétude,feminine,French
hébraïsation,feminine,French
hébraïste,feminine,French
Hébrides,feminine,French
hebs,feminine,French
Hécate,feminine,French
Hécube,feminine,French
hédéragénine,feminine,French
hédoniste,feminine,French
hégémonie,feminine,French
héliosismologie,feminine,French
héliotropine,feminine,French
gabar,masculine,French
gabaret,masculine,French
gabariage,masculine,French
gabarieur,masculine,French
gabion,masculine,French
gâble,masculine,French
Gabon,masculine,French
gâcheur,masculine,French
gadolinate,masculine,French
gadolinium,masculine,French
gaélique,masculine,French
gaffeur,masculine,French
gag,masculine,French
gage,masculine,French
gagman,masculine,French
gagnant,masculine,French
gagneur,masculine,French
gaïac,masculine,French
gainage,masculine,French
gal,masculine,French
galactophage,masculine,French
galant,masculine,French
galantin,masculine,French
galate,masculine,French
Galates,masculine,French
galbanum,masculine,French
galbe,masculine,French
galéopithèque,masculine,French
galeriste,masculine,French
galgal,masculine,French
galicien,masculine,French
Galicien,masculine,French
galipot,masculine,French
galurin,masculine,French
galvaniseur,masculine,French
galvanoscope,masculine,French
gamahucheur,masculine,French
gambette,masculine,French
Gambien,masculine,French
gambier,masculine,French
gambiste,masculine,French
gambit,masculine,French
gamelan,masculine,French
gamet,masculine,French
gamète,masculine,French
gamétophyte,masculine,French
gamin,masculine,French
gamma,masculine,French
Gand,masculine,French
gandhisme,masculine,French
Gandiolle,masculine,French
Gange,masculine,French
ganglion,masculine,French
gangster,masculine,French
gangstérisme,masculine,French
gant,masculine,French
gantelet,masculine,French
gantier,masculine,French
Ganymède,masculine,French
gaoulé,masculine,French
garage,masculine,French
garagiste,masculine,French
garant,masculine,French
Garat,masculine,French
garçon,masculine,French
garçonnet,masculine,French
garde,masculine,French
gardeur,masculine,French
gardian,masculine,French
gardiateur,masculine,French
gardien,masculine,French
gardiennage,masculine,French
ibadite,feminine,French
Ibère,feminine,French
ibéride,feminine,French
Ibérie,feminine,French
icaridine,feminine,French
ichnologie,feminine,French
ichthyochorie,feminine,French
ichthyologie,feminine,French
ichtyocolle,feminine,French
ichtyologie,feminine,French
ichtyologiste,feminine,French
ichtyologue,feminine,French
ichtyophage,feminine,French
ichtyophagie,feminine,French
ichtyose,feminine,French
ichtyotoxine,feminine,French
icone,feminine,French
icône,feminine,French
iconoclaste,feminine,French
iconoclastie,feminine,French
iconographie,feminine,French
iconolâtrie,feminine,French
iconologie,feminine,French
iconologiste,feminine,French
idéaliste,feminine,French
idéalité,feminine,French
identification,feminine,French
identité,feminine,French
idéographie,feminine,French
idéolinguiste,feminine,French
idéologie,feminine,French
idéologue,feminine,French
idiocratie,feminine,French
idiographie,feminine,French
idiopathie,feminine,French
idiote,feminine,French
idiotie,feminine,French
idolâtrie,feminine,French
idole,feminine,French
idonéité,feminine,French
Idumée,feminine,French
idylle,feminine,French
igname,feminine,French
ignifugation,feminine,French
ignipuncture,feminine,French
ignition,feminine,French
ignivome,feminine,French
ignominie,feminine,French
ile,feminine,French
iléite,feminine,French
ilicine,feminine,French
illégalité,feminine,French
illégitimité,feminine,French
illite,feminine,French
illumination,feminine,French
illusion,feminine,French
illusionniste,feminine,French
illustration,feminine,French
Illyrie,feminine,French
ilménite,feminine,French
ilote,feminine,French
ilotière,feminine,French
îlotière,feminine,French
image,feminine,French
imagerie,feminine,French
imbécilité,feminine,French
imbécillité,feminine,French
imbibition,feminine,French
imbrication,feminine,French
imipramine,feminine,French
imitation,feminine,French
immanence,feminine,French
immanentiste,feminine,French
immatérialiste,feminine,French
immatérialité,feminine,French
immatriculation,feminine,French
immaturation,feminine,French
immensité,feminine,French
immersion,feminine,French
immigration,feminine,French
imminence,feminine,French
immixtion,feminine,French
immo,feminine,French
immobilisation,feminine,French
immobiliste,feminine,French
immobilité,feminine,French
immodération,feminine,French
immodestie,feminine,French
immondice,feminine,French
immondices,feminine,French
immoraliste,feminine,French
immoralité,feminine,French
immortalisation,feminine,French
immortalité,feminine,French
immortelle,feminine,French
immuabilité,feminine,French
immunisation,feminine,French
immunochimie,feminine,French
immunodéficience,feminine,French
immunoglobuline,feminine,French
immunologie,feminine,French
immunologiste,feminine,French
immunonéphélométrie,feminine,French
immutabilité,feminine,French
impanation,feminine,French
imparité,feminine,French
impartialité,feminine,French
impasse,feminine,French
impassibilité,feminine,French
impatience,feminine,French
impatiente,feminine,French
impeccabilité,feminine,French
habillage,masculine,French
habillement,masculine,French
habit,masculine,French
hacktiviste,masculine,French
Hadès,masculine,French
hadopisme,masculine,French
hagiographe,masculine,French
hahnium,masculine,French
haïk,masculine,French
haïkaï,masculine,French
haïkiste,masculine,French
haiku,masculine,French
haïku,masculine,French
Hainaut,masculine,French
haïsseur,masculine,French
haïtien,masculine,French
hajjam,masculine,French
Hajtamiri,masculine,French
halbi,masculine,French
hâle,masculine,French
hallage,masculine,French
hallebardier,masculine,French
hallier,masculine,French
halloween,masculine,French
halo,masculine,French
halocarbure,masculine,French
haloforme,masculine,French
halogène,masculine,French
halogénure,masculine,French
haltérophile,masculine,French
hamburger,masculine,French
hameçon,masculine,French
hameçonnage,masculine,French
Hamiote,masculine,French
hammam,masculine,French
hamster,masculine,French
hand,masculine,French
handballeur,masculine,French
handicap,masculine,French
handicapé,masculine,French
hanéfite,masculine,French
harki,masculine,French
harmattan,masculine,French
harmoniciste,masculine,French
harmonicorde,masculine,French
harmonium,masculine,French
harmonographe,masculine,French
Harmoo,masculine,French
harnachement,masculine,French
harpiste,masculine,French
harponnage,masculine,French
hasch,masculine,French
hashtag,masculine,French
Hasmonéens,masculine,French
jacasserie,feminine,French
jacée,feminine,French
jachimovite,feminine,French
jaciste,feminine,French
jackette,feminine,French
jacobée,feminine,French
jacobite,feminine,French
Jacotte,feminine,French
jacquerette,feminine,French
jadéite,feminine,French
jaguar,feminine,French
jalousie,feminine,French
jambette,feminine,French
janséniste,feminine,French
jante,feminine,French
jardiniste,feminine,French
Jarnac,feminine,French
jarosse,feminine,French
jarretelle,feminine,French
Jasmine,feminine,French
jaspure,feminine,French
jatte,feminine,French
jaube,feminine,French
jauge,feminine,French
jaumière,feminine,French
jaunisse,feminine,French
javeline,feminine,French
javellisation,feminine,French
jeannette,feminine,French
jéciste,feminine,French
jeep,feminine,French
jeune,feminine,French
jeunesse,feminine,French
jihadiste,feminine,French
johannite,feminine,French
joie,feminine,French
joliesse,feminine,French
Joliette,feminine,French
Jordanienne,feminine,French
Josette,feminine,French
joute,feminine,French
jouteuse,feminine,French
jouvence,feminine,French
jubarte,feminine,French
jubilation,feminine,French
judaïcité,feminine,French
judaïté,feminine,French
judicature,feminine,French
judokate,feminine,French
jugeote,feminine,French
juillettiste,feminine,French
juive,feminine,French
Juive,feminine,French
julienne,feminine,French
jumelle,feminine,French
jument,feminine,French
ïambe,masculine,French
ibadite,masculine,French
Ibère,masculine,French
Ibérien,masculine,French
ibis,masculine,French
ibuprofène,masculine,French
icarisme,masculine,French
ichtyoïde,masculine,French
ichtyologiste,masculine,French
ichtyologue,masculine,French
ichtyophage,masculine,French
ichtyosaure,masculine,French
icône,masculine,French
iconoclasme,masculine,French
iconoclaste,masculine,French
iconodule,masculine,French
iconologiste,masculine,French
ictère,masculine,French
Idaho,masculine,French
idéalisateur,masculine,French
idéaliste,masculine,French
identifiant,masculine,French
idéogramme,masculine,French
idéographe,masculine,French
idéolinguiste,masculine,French
idéologisation,masculine,French
idéologue,masculine,French
idiolecte,masculine,French
idiosyncrasie,masculine,French
if,masculine,French
igloo,masculine,French
ignifuge,masculine,French
igniteur,masculine,French
ignivome,masculine,French
Ik,masculine,French
iléon,masculine,French
iléum,masculine,French
ilien,masculine,French
îlien,masculine,French
ilion,masculine,French
ilkhan,masculine,French
Ilkhanat,masculine,French
illatif,masculine,French
illuminateur,masculine,French
illuminé,masculine,French
illumineur,masculine,French
illusionniste,masculine,French
illustrateur,masculine,French
îlot,masculine,French
ilotage,masculine,French
îlotage,masculine,French
ilote,masculine,French
imagier,masculine,French
imaginaire,masculine,French
iminoacide,masculine,French
immanentiste,masculine,French
immatérialisme,masculine,French
immatérialiste,masculine,French
immédiat,masculine,French
immobilier,masculine,French
immobiliste,masculine,French
immoralisme,masculine,French
immoraliste,masculine,French
immortel,masculine,French
immunodépresseur,masculine,French
immunologiste,masculine,French
immunomodulateur,masculine,French
immunosuppresseur,masculine,French
impact,masculine,French
impétigo,masculine,French
impétrant,masculine,French
implant,masculine,French
implexe,masculine,French
impluvium,masculine,French
impondérable,masculine,French
import,masculine,French
importateur,masculine,French
imprécateur,masculine,French
impressionnisme,masculine,French
impressionniste,masculine,French
imprévu,masculine,French
imprimatur,masculine,French
impuissant,masculine,French
inaccomplissement,masculine,French
incantateur,masculine,French
incapable,masculine,French
incarnat,masculine,French
incendiaire,masculine,French
incendie,masculine,French
inceste,masculine,French
incident,masculine,French
incinérateur,masculine,French
kabbale,feminine,French
kabbaliste,feminine,French
Kabylie,feminine,French
kadhafiste,feminine,French
kafir,feminine,French
kâfir,feminine,French
kahba,feminine,French
kaïnite,feminine,French
kainri,feminine,French
kalachnikov,feminine,French
kalash,feminine,French
Kalash,feminine,French
kalashnikov,feminine,French
kaliémie,feminine,French
Kalifat,feminine,French
kamikaze,feminine,French
Kanak,feminine,French
Kandelaft,feminine,French
kânoun,feminine,French
kaolinite,feminine,French
Kaouther,feminine,French
karen,feminine,French
Karine,feminine,French
karstologie,feminine,French
karstologue,feminine,French
kasra,feminine,French
Katangaise,feminine,French
kayakiste,feminine,French
Kazabazua,feminine,French
Kazuko,feminine,French
Kébécoise,feminine,French
Kéka,feminine,French
Kenpeitai,feminine,French
kératectomie,feminine,French
kératine,feminine,French
kératinisation,feminine,French
kératite,feminine,French
kératocèle,feminine,French
kératoconjonctivite,feminine,French
kératolyse,feminine,French
kératoscopie,feminine,French
kératose,feminine,French
kératotomie,feminine,French
kérite,feminine,French
kermésite,feminine,French
kermesse,feminine,French
ketmie,feminine,French
khâgne,feminine,French
khamsa,feminine,French
kharidjite,feminine,French
kharijite,feminine,French
Khassonké,feminine,French
kheyette,feminine,French
khôlle,feminine,French
kidnappeuse,feminine,French
kiesérite,feminine,French
Kikuko,feminine,French
kilocalorie,feminine,French
kilotonne,feminine,French
kinase,feminine,French
kinésiologie,feminine,French
kinésithérapeute,feminine,French
kinésithérapie,feminine,French
Kinoise,feminine,French
kippa,feminine,French
kitsune,feminine,French
kleptocratie,feminine,French
kleptomane,feminine,French
kleptomanie,feminine,French
Kloetzer,feminine,French
koinè,feminine,French
koinéisation,feminine,French
kolkhozienne,feminine,French
kouffar,feminine,French
kremlinologie,feminine,French
kremlinologue,feminine,French
Krivine,feminine,French
kuna,feminine,French
Kuniko,feminine,French
Kurde,feminine,French
kurdophone,feminine,French
kyllopodie,feminine,French
kymographie,feminine,French
kyrielle,feminine,French
labanotation,feminine,French
Labbé,feminine,French
Labelle,feminine,French
labellisation,feminine,French
labialisation,feminine,French
labiaplastie,feminine,French
labilité,feminine,French
labiodentale,feminine,French
labioplastie,feminine,French
laborantine,feminine,French
Labradorienne,feminine,French
laccine,feminine,French
laccolite,feminine,French
laccolithe,feminine,French
jabisen,masculine,French
jabot,masculine,French
jaboteur,masculine,French
jacaltec,masculine,French
jacaltèque,masculine,French
jacassement,masculine,French
jacasseur,masculine,French
jaciste,masculine,French
jackpot,masculine,French
jacobite,masculine,French
jacquez,masculine,French
jacquier,masculine,French
jacquot,masculine,French
jaguar,masculine,French
jaillissement,masculine,French
jalet,masculine,French
jalonneur,masculine,French
jamalaquier,masculine,French
jambage,masculine,French
jambosier,masculine,French
janséniste,masculine,French
janvier,masculine,French
japonisme,masculine,French
jardinage,masculine,French
jardinier,masculine,French
jardiniste,masculine,French
jaugeage,masculine,French
jaune,masculine,French
jaunissement,masculine,French
javart,masculine,French
javelot,masculine,French
jéciste,masculine,French
jéjunum,masculine,French
Jèsus,masculine,French
labanotation,feminine,French
Labbé,feminine,French
Labelle,feminine,French
labellisation,feminine,French
labialisation,feminine,French
labiaplastie,feminine,French
labilité,feminine,French
labiodentale,feminine,French
labioplastie,feminine,French
laborantine,feminine,French
Labradorienne,feminine,French
laccine,feminine,French
laccolite,feminine,French
laccolithe,feminine,French
lacération,feminine,French
lâche,feminine,French
lactalbumine,feminine,French
lactase,feminine,French
lactation,feminine,French
lactofermentation,feminine,French
lactone,feminine,French
lactosurie,feminine,French
ladre,feminine,French
ladrerie,feminine,French
lady,feminine,French
læsion,feminine,French
Lafaille,feminine,French
Lafaye,feminine,French
lagan,feminine,French
lagonite,feminine,French
lagune,feminine,French
lahmajun,feminine,French
laîche,feminine,French
laïcisation,feminine,French
laideur,feminine,French
Laigneau,feminine,French
laine,feminine,French
laïque,feminine,French
laisse,feminine,French
laitance,feminine,French
laite,feminine,French
laiterie,feminine,French
laitue,feminine,French
lakiste,feminine,French
lallation,feminine,French
lamaïste,feminine,French
lamajoon,feminine,French
lamarckienne,feminine,French
lamaserie,feminine,French
lambertiste,feminine,French
lambourde,feminine,French
lame,feminine,French
lamellation,feminine,French
lamelle,feminine,French
lamie,feminine,French
laminectomie,feminine,French
Lamotte,feminine,French
lampe,feminine,French
Lampégie,feminine,French
lampisterie,feminine,French
lampourde,feminine,French
lamproie,feminine,French
Lanaspeze,feminine,French
Lanaudière,feminine,French
Lanceray,feminine,French
lancette,feminine,French
lanceuse,feminine,French
lancination,feminine,French
lande,feminine,French
Landrienne,feminine,French
landwehr,feminine,French
Langelier,feminine,French
langouste,feminine,French
langoustier,feminine,French
kabbaliste,masculine,French
kabuki,masculine,French
Kabukicho,masculine,French
kabyle,masculine,French
kadhafiste,masculine,French
kadogo,masculine,French
kafir,masculine,French
kâfir,masculine,French
kahoua,masculine,French
kainri,masculine,French
Kalifat,masculine,French
Kalioujny,masculine,French
kalmouk,masculine,French
kamichi,masculine,French
kamikaze,masculine,French
Kampuchéa,masculine,French
Kanak,masculine,French
Kandelaft,masculine,French
kandjar,masculine,French
kantisme,masculine,French
Kaohsiung,masculine,French
kaoliang,masculine,French
kapokier,masculine,French
karaté,masculine,French
karcher,masculine,French
karen,masculine,French
karoshi,masculine,French
karstologue,masculine,French
kart,masculine,French
karting,masculine,French
kashmiri,masculine,French
kasra,masculine,French
kawa,masculine,French
kawi,masculine,French
kayakeur,masculine,French
kayakiste,masculine,French
Kayllor,masculine,French
kazakh,masculine,French
kéfir,masculine,French
keirin,masculine,French
Kéka,masculine,French
kéké,masculine,French
kekulène,masculine,French
kelp,masculine,French
kelvin,masculine,French
kémalisme,masculine,French
kémitisme,masculine,French
kendo,masculine,French
kératotome,masculine,French
Kerfourn,masculine,French
kermès,masculine,French
kermodisme,masculine,French
kern,masculine,French
kérosène,masculine,French
keum,masculine,French
kevlar,masculine,French
kharidjite,masculine,French
kharijisme,masculine,French
kharijite,masculine,French
Khassonké,masculine,French
khat,masculine,French
khédivat,masculine,French
khépesh,masculine,French
khmer,masculine,French
khôl,masculine,French
kibioctet,masculine,French
kibitka,masculine,French
kickboxeur,masculine,French
kidnappage,masculine,French
kidnappeur,masculine,French
kidnapping,masculine,French
kief,masculine,French
Kiev,masculine,French
kif,masculine,French
kiloélectronvolt,masculine,French
kilométrage,masculine,French
kilooctet,masculine,French
kilowatt,masculine,French
kilowattheure,masculine,French
kilt,masculine,French
kinésithérapeute,masculine,French
kinovate,masculine,French
Maccabée,feminine,French
macération,feminine,French
mâche,feminine,French
machette,feminine,French
mâcheuse,feminine,French
machination,feminine,French
machinerie,feminine,French
machiniste,feminine,French
machiste,feminine,French
macle,feminine,French
Mâcon,feminine,French
maçonne,feminine,French
maçonnerie,feminine,French
Macquaire,feminine,French
macrocarpine,feminine,French
macrocéphalie,feminine,French
macroéconomie,feminine,French
macroglobulinémie,feminine,French
Macronie,feminine,French
macroniste,feminine,French
macrophotographie,feminine,French
macrophyte,feminine,French
macropsie,feminine,French
macrospore,feminine,French
maculature,feminine,French
macule,feminine,French
macumba,feminine,French
madame,feminine,French
Madame,feminine,French
madécasse,feminine,French
madeleine,feminine,French
mademoiselle,feminine,French
madérisation,feminine,French
madianite,feminine,French
madone,feminine,French
Madone,feminine,French
madrigaliste,feminine,French
Madrilène,feminine,French
mænade,feminine,French
Maéva,feminine,French
Magalie,feminine,French
magasinière,feminine,French
magicienne,feminine,French
magie,feminine,French
magistrate,feminine,French
magistrature,feminine,French
magnanarelle,feminine,French
magnésiothermie,feminine,French
magnésite,feminine,French
magnétisation,feminine,French
magnétogaine,feminine,French
magnétologie,feminine,French
magnétoqueue,feminine,French
magnétoréception,feminine,French
magnétosphère,feminine,French
magnétostratigraphie,feminine,French
magnétostriction,feminine,French
magnétotaxie,feminine,French
magnificence,feminine,French
magnitude,feminine,French
magouille,feminine,French
magouilleuse,feminine,French
magyarisation,feminine,French
maharani,feminine,French
Mahaut,feminine,French
mahdiste,feminine,French
mahone,feminine,French
mahonne,feminine,French
maie,feminine,French
maille,feminine,French
mailloche,feminine,French
mainlevée,feminine,French
mainmise,feminine,French
mainmortable,feminine,French
mainmorte,feminine,French
mairesse,feminine,French
mairie,feminine,French
maïserie,feminine,French
maisonnée,feminine,French
maisonnette,feminine,French
maistrance,feminine,French
maistresse,feminine,French
maitresse,feminine,French
maîtresse,feminine,French
la,masculine,French
labarum,masculine,French
Labbé,masculine,French
labdanum,masculine,French
label,masculine,French
labeur,masculine,French
labferment,masculine,French
laborantin,masculine,French
laboureur,masculine,French
Labradorien,masculine,French
labyrinthe,masculine,French
labyrinthodonte,masculine,French
lac,masculine,French
lâche,masculine,French
lâcher,masculine,French
lâcheur,masculine,French
laconisme,masculine,French
lacrosse,masculine,French
lactaire,masculine,French
lactame,masculine,French
lactarium,masculine,French
lactate,masculine,French
lactoremplaceur,masculine,French
lactose,masculine,French
lactucarium,masculine,French
ladre,masculine,French
Lafaille,masculine,French
Lafaye,masculine,French
lagniappe,masculine,French
lagon,masculine,French
lagopède,masculine,French
laguiole,masculine,French
lai,masculine,French
laïc,masculine,French
laïcat,masculine,French
Laigneau,masculine,French
lainage,masculine,French
lainier,masculine,French
laïque,masculine,French
laitage,masculine,French
lakh,masculine,French
lakiste,masculine,French
lamaïste,masculine,French
lamantin,masculine,French
lambel,masculine,French
lambert,masculine,French
lambertiste,masculine,French
lambic,masculine,French
lamé,masculine,French
lamellibranche,masculine,French
lamellipode,masculine,French
lamier,masculine,French
laminage,masculine,French
lamineur,masculine,French
lampion,masculine,French
lampiste,masculine,French
Lanaspeze,masculine,French
lancement,masculine,French
lancer,masculine,French
Lanceray,masculine,French
lanceur,masculine,French
lancier,masculine,French
lancinement,masculine,French
land,masculine,French
landaulet,masculine,French
landgrave,masculine,French
langage,masculine,French
lange,masculine,French
nacelle,feminine,French
nage,feminine,French
naïade,feminine,French
naine,feminine,French
nakba,feminine,French
Nancéienne,feminine,French
nandrolone,feminine,French
Nanette,feminine,French
nanobiotechnologie,feminine,French
nanocormie,feminine,French
nanoélectrode,feminine,French
nanoéponge,feminine,French
nanomanipulation,feminine,French
nanoseconde,feminine,French
nanotechnologie,feminine,French
nanotribologie,feminine,French
nanovoiture,feminine,French
Nantaise,feminine,French
naphta,feminine,French
naphtaline,feminine,French
Napoléone,feminine,French
nappe,feminine,French
Narbonnaise,feminine,French
narcéine,feminine,French
narcolepsie,feminine,French
narcomanie,feminine,French
narcose,feminine,French
narcothérapie,feminine,French
narcotine,feminine,French
narille,feminine,French
narine,feminine,French
nasalité,feminine,French
nasse,feminine,French
nassériste,feminine,French
Natacha,feminine,French
nataliste,feminine,French
natalité,feminine,French
natation,feminine,French
nation,feminine,French
nationalisation,feminine,French
nativiste,feminine,French
nativité,feminine,French
natrolite,feminine,French
Natsuko,feminine,French
natte,feminine,French
naturalisation,feminine,French
naturaliste,feminine,French
naturalité,feminine,French
naturopathe,feminine,French
naturopathie,feminine,French
naumachie,feminine,French
naupathie,feminine,French
Nausicaa,feminine,French
nautilite,feminine,French
nautonière,feminine,French
Navarre,feminine,French
navette,feminine,French
navigation,feminine,French
navrure,feminine,French
naxaliste,feminine,French
naxalite,feminine,French
nazie,feminine,French
nazification,feminine,French
néarthrose,feminine,French
nébulisation,feminine,French
nébulosité,feminine,French
nécro,feminine,French
nécrobie,feminine,French
nécrologie,feminine,French
nécromasse,feminine,French
nécrophile,feminine,French
nécrophilie,feminine,French
nécropsie,feminine,French
nécrose,feminine,French
nectarine,feminine,French
Néerlandaise,feminine,French
nèfle,feminine,French
négation,feminine,French
négationniste,feminine,French
négentropie,feminine,French
négociabilité,feminine,French
négociante,feminine,French
négociation,feminine,French
négraille,feminine,French
négresse,feminine,French
négritude,feminine,French
neige,feminine,French
nématologie,feminine,French
némophile,feminine,French
nénaine,feminine,French
nénette,feminine,French
néocapitaliste,feminine,French
néocommuniste,feminine,French
Maastrichtien,masculine,French
macaque,masculine,French
macareux,masculine,French
Maccabée,masculine,French
macchabée,masculine,French
MacDo,masculine,French
macédonien,masculine,French
macérat,masculine,French
mâchefer,masculine,French
mâchement,masculine,French
mâcheur,masculine,French
mâchicoulis,masculine,French
machin,masculine,French
machinateur,masculine,French
machinisme,masculine,French
machiniste,masculine,French
machisme,masculine,French
machiste,masculine,French
machmètre,masculine,French
macho,masculine,French
maclage,masculine,French
maçon,masculine,French
Mâcon,masculine,French
Macquaire,masculine,French
macrocellule,masculine,French
macrocyste,masculine,French
macrocyte,masculine,French
macroélément,masculine,French
macrofossile,masculine,French
macrogamète,masculine,French
macron,masculine,French
macroniste,masculine,French
macrosporange,masculine,French
maculage,masculine,French
Madaure,masculine,French
madécasse,masculine,French
madère,masculine,French
madianite,masculine,French
madras,masculine,French
madré,masculine,French
madrépore,masculine,French
madrigaliste,masculine,French
Madrilène,masculine,French
Maël,masculine,French
maelström,masculine,French
maëlstrom,masculine,French
maestro,masculine,French
mafé,masculine,French
maffioso,masculine,French
mafieux,masculine,French
magasin,masculine,French
magasinier,masculine,French
magazine,masculine,French
magdaléon,masculine,French
mage,masculine,French
maghzen,masculine,French
magicien,masculine,French
magister,masculine,French
magistère,masculine,French
magistrat,masculine,French
magma,masculine,French
magnanier,masculine,French
magnésium,masculine,French
magnétiseur,masculine,French
magnétomoteur,masculine,French
magnétophone,masculine,French
magnétorécepteur,masculine,French
magouillage,masculine,French
magouilleur,masculine,French
Mahamudu,masculine,French
maharajah,masculine,French
maharashtrien,masculine,French
mahdiste,masculine,French
Mahomet,masculine,French
mahometan,masculine,French
mahométan,masculine,French
mahométisme,masculine,French
Mahorais,masculine,French
