noun,gender,lang
maïeur,masculine,French
maillechort,masculine,French
mainate,masculine,French
mainframe,masculine,French
mainmortable,masculine,French
mainteneur,masculine,French
maïorat,masculine,French
oasis,feminine,French
obéance,feminine,French
obédience,feminine,French
obéissance,feminine,French
objection,feminine,French
objectivation,feminine,French
objectivité,feminine,French
oblation,feminine,French
oblature,feminine,French
obligataire,feminine,French
obligation,feminine,French
obligeance,feminine,French
obliquité,feminine,French
oblitération,feminine,French
obnubilation,feminine,French
obole,feminine,French
obscurantiste,feminine,French
obscurité,feminine,French
obsécration,feminine,French
observabilité,feminine,French
observance,feminine,French
observation,feminine,French
obstétricienne,feminine,French
obstruction,feminine,French
obstructionniste,feminine,French
obtenteuse,feminine,French
obtention,feminine,French
obturation,feminine,French
obtusion,feminine,French
obusite,feminine,French
occase,feminine,French
occidentalisation,feminine,French
occidentaliste,feminine,French
Occitanie,feminine,French
occitanophone,feminine,French
occlusion,feminine,French
occlusive,feminine,French
occultation,feminine,French
occultiste,feminine,French
occupante,feminine,French
occupation,feminine,French
océanaute,feminine,French
océanide,feminine,French
Océanie,feminine,French
océaniste,feminine,French
Océanne,feminine,French
océanographe,feminine,French
océanographie,feminine,French
océanologie,feminine,French
océanologue,feminine,French
ochratoxine,feminine,French
Ocon,feminine,French
octaédrite,feminine,French
octave,feminine,French
octavonne,feminine,French
octogénaire,feminine,French
octopode,feminine,French
oculariste,feminine,French
oculiste,feminine,French
ocytocine,feminine,French
odalisque,feminine,French
Odebrecht,feminine,French
odelette,feminine,French
Odette,feminine,French
Odile,feminine,French
odontalgie,feminine,French
odontoïde,feminine,French
odontologie,feminine,French
odontologiste,feminine,French
odontostomatologie,feminine,French
odontothèque,feminine,French
œcologie,feminine,French
œcologiste,feminine,French
œconomie,feminine,French
œconomiste,feminine,French
œcoumène,feminine,French
oecuménicité,feminine,French
oecuméniste,feminine,French
œillette,feminine,French
oenologie,feminine,French
œnologie,feminine,French
oenologue,feminine,French
œnologue,feminine,French
œnométrie,feminine,French
œnophile,feminine,French
œnophobe,feminine,French
œsophagectomie,feminine,French
œsophagite,feminine,French
œsophagotomie,feminine,French
œuvrette,feminine,French
offensive,feminine,French
officialisation,feminine,French
officialité,feminine,French
officière,feminine,French
officine,feminine,French
offrande,feminine,French
offre,feminine,French
offsettiste,feminine,French
ogive,feminine,French
ogresse,feminine,French
Ohayon,feminine,French
oie,feminine,French
oignonière,feminine,French
Oise,feminine,French
oiselle,feminine,French
oisellerie,feminine,French
O'Keefe,feminine,French
oléacée,feminine,French
oléine,feminine,French
oléomargarine,feminine,French
oléométrie,feminine,French
oléorésine,feminine,French
oleuropéine,feminine,French
olfaction,feminine,French
oligarchie,feminine,French
oligoclase,feminine,French
oligomérisation,feminine,French
oligophrénie,feminine,French
oligothérapie,feminine,French
oligurie,feminine,French
olivaie,feminine,French
olive,feminine,French
oliveraie,feminine,French
olivette,feminine,French
Olivia,feminine,French
olivine,feminine,French
Olténie,feminine,French
olympiade,feminine,French
ombelle,feminine,French
ombre,feminine,French
nabuchodonosor,masculine,French
nageur,masculine,French
naïba,masculine,French
Namur,masculine,French
nandou,masculine,French
nanisme,masculine,French
nanoconducteur,masculine,French
nanodiamant,masculine,French
nanofarad,masculine,French
nanogramme,masculine,French
nanohenry,masculine,French
nanohm,masculine,French
nanomonde,masculine,French
nanomoteur,masculine,French
nanoohm,masculine,French
nanophanérophyte,masculine,French
nanoprocesseur,masculine,French
nanoproduit,masculine,French
nanotube,masculine,French
nanotunnel,masculine,French
Nantais,masculine,French
naphtalène,masculine,French
naphte,masculine,French
Naples,masculine,French
napolitain,masculine,French
œcologie,feminine,French
œcologiste,feminine,French
œconomie,feminine,French
œconomiste,feminine,French
œcoumène,feminine,French
oecuménicité,feminine,French
oecuméniste,feminine,French
œillette,feminine,French
oenologie,feminine,French
œnologie,feminine,French
oenologue,feminine,French
œnologue,feminine,French
œnométrie,feminine,French
œnophile,feminine,French
œnophobe,feminine,French
œsophagectomie,feminine,French
œsophagite,feminine,French
œsophagotomie,feminine,French
œuvrette,feminine,French
nappage,masculine,French
narcisse,masculine,French
Narcisse,masculine,French
narghilé,masculine,French
narguilé,masculine,French
nassériste,masculine,French
natalisme,masculine,French
nataliste,masculine,French
Natel,masculine,French
natel,masculine,French
nativiste,masculine,French
natrium,masculine,French
naturalisme,masculine,French
naturaliste,masculine,French
naturopathe,masculine,French
naufrage,masculine,French
naufragé,masculine,French
nautile,masculine,French
nautonier,masculine,French
offensive,feminine,French
officialisation,feminine,French
officialité,feminine,French
officière,feminine,French
officine,feminine,French
offrande,feminine,French
offre,feminine,French
offsettiste,feminine,French
ogive,feminine,French
ogresse,feminine,French
Ohayon,feminine,French
oie,feminine,French
oignonière,feminine,French
Oise,feminine,French
oiselle,feminine,French
oisellerie,feminine,French
O'Keefe,feminine,French
oléacée,feminine,French
oléine,feminine,French
oléomargarine,feminine,French
oléométrie,feminine,French
oléorésine,feminine,French
oleuropéine,feminine,French
olfaction,feminine,French
oligarchie,feminine,French
oligoclase,feminine,French
oligomérisation,feminine,French
oligophrénie,feminine,French
oligothérapie,feminine,French
oligurie,feminine,French
olivaie,feminine,French
olive,feminine,French
oliveraie,feminine,French
olivette,feminine,French
Olivia,feminine,French
olivine,feminine,French
Olténie,feminine,French
olympiade,feminine,French
ombelle,feminine,French
ombre,feminine,French
ombrelle,feminine,French
Ombrie,feminine,French
ombudsman,feminine,French
navet,masculine,French
naxaliste,masculine,French
naxalite,masculine,French
Nazaréen,masculine,French
ndombolo,masculine,French
néant,masculine,French
Nebbio,masculine,French
nécromant,masculine,French
nécrophage,masculine,French
nécrophile,masculine,French
nécrophore,masculine,French
omelette,feminine,French
omerta,feminine,French
omission,feminine,French
ommatidie,feminine,French
omnibienveillance,feminine,French
omnibienveillante,feminine,French
omnipotence,feminine,French
omniprésence,feminine,French
omniscience,feminine,French
omoplate,feminine,French
omphalectomie,feminine,French
onaniste,feminine,French
once,feminine,French
onchocercose,feminine,French
oncogénicité,feminine,French
oncologie,feminine,French
oncosphère,feminine,French
onction,feminine,French
onde,feminine,French
ondée,feminine,French
ondelette,feminine,French
ondine,feminine,French
ondiniste,feminine,French
ondioline,feminine,French
ondulation,feminine,French
onglerie,feminine,French
oniomanie,feminine,French
onirologie,feminine,French
onirothérapie,feminine,French
onomasiologie,feminine,French
onomastique,feminine,French
ontogénéticienne,feminine,French
ontogénie,feminine,French
ontologie,feminine,French
onychomycose,feminine,French
onychophagie,feminine,French
oogamie,feminine,French
oologie,feminine,French
oophagie,feminine,French
oophorite,feminine,French
oosporose,feminine,French
oothèque,feminine,French
opacification,feminine,French
opacimétrie,feminine,French
opacité,feminine,French
opale,feminine,French
opalescence,feminine,French
opalisation,feminine,French
opéraïste,feminine,French
opération,feminine,French
opercule,feminine,French
opérette,feminine,French
Ophélie,feminine,French
ophiolâtrie,feminine,French
ophiolite,feminine,French
ophiologie,feminine,French
ophiologue,feminine,French
ophiotoxine,feminine,French
ophite,feminine,French
ophiure,feminine,French
ophtalmie,feminine,French
oasien,masculine,French
oasis,masculine,French
obèle,masculine,French
obélion,masculine,French
obiit,masculine,French
obit,masculine,French
obituaire,masculine,French
objecteur,masculine,French
objectivisme,masculine,French
obligataire,masculine,French
oblitérateur,masculine,French
obscurantiste,masculine,French
obsédé,masculine,French
obséquiosité,masculine,French
observateur,masculine,French
observatoire,masculine,French
obstacle,masculine,French
obstructionniste,masculine,French
obtenteur,masculine,French
obturateur,masculine,French
occident,masculine,French
Occident,masculine,French
occidentaliste,masculine,French
occiput,masculine,French
occitanophone,masculine,French
occulte,masculine,French
occultisme,masculine,French
occultiste,masculine,French
océanaute,masculine,French
océaniste,masculine,French
océanographe,masculine,French
océanologue,masculine,French
ocelle,masculine,French
ocelot,masculine,French
Och,masculine,French
Ocon,masculine,French
octabromure,masculine,French
octadécane,masculine,French
octadécène,masculine,French
octavon,masculine,French
octet,masculine,French
octobre,masculine,French
octocoralliaire,masculine,French
octogénaire,masculine,French
octogone,masculine,French
octomère,masculine,French
octopode,masculine,French
oculariste,masculine,French
oculiste,masculine,French
oculogyrie,masculine,French
oculus,masculine,French
Odebrecht,masculine,French
Odénat,masculine,French
odonate,masculine,French
odontologiste,masculine,French
œcologiste,masculine,French
œconomat,masculine,French
œconome,masculine,French
œconomiste,masculine,French
œcoumène,masculine,French
oecuméniste,masculine,French
œcumenopole,masculine,French
œdicnème,masculine,French
œnolisme,masculine,French
oenologue,masculine,French
œnologue,masculine,French
œnophile,masculine,French
œnophobe,masculine,French
œsophage,masculine,French
oeuf,masculine,French
œuf,masculine,French
œufrier,masculine,French
offenseur,masculine,French
offsettiste,masculine,French
oflag,masculine,French
Ogier,masculine,French
ogre,masculine,French
Ohayon,masculine,French
oignon,masculine,French
pabliste,feminine,French
Pabon,feminine,French
pacane,feminine,French
pachyblépharose,feminine,French
pachydermie,feminine,French
Pachyptile,feminine,French
pacification,feminine,French
pacifiste,feminine,French
pacotille,feminine,French
padine,feminine,French
padna,feminine,French
Padoue,feminine,French
paedagogue,feminine,French
pædagogue,feminine,French
pæderastie,feminine,French
paella,feminine,French
paëlla,feminine,French
pagaie,feminine,French
pagaïe,feminine,French
pagaille,feminine,French
page,feminine,French
pagination,feminine,French
pagode,feminine,French
paidologie,feminine,French
paie,feminine,French
paillasse,feminine,French
Paillasse,feminine,French
paille,feminine,French
paillette,feminine,French
Paillous,feminine,French
paire,feminine,French
pairesse,feminine,French
pairie,feminine,French
Pakistanaise,feminine,French
palabres,feminine,French
palæographie,feminine,French
palæologie,feminine,French
palanche,feminine,French
palatalisation,feminine,French
palatine,feminine,French
palatite,feminine,French
palatoplastie,feminine,French
pale,feminine,French
paléoanthropologie,feminine,French
paléoanthropologue,feminine,French
paléoastronomie,feminine,French
paléobiochimie,feminine,French
paléobiogéographie,feminine,French
paléobotanique,feminine,French
paléoclimatologie,feminine,French
paléocoprologie,feminine,French
paléoécologie,feminine,French
paléogéographie,feminine,French
paléographe,feminine,French
paléographie,feminine,French
paléohistologie,feminine,French
paléoichnologie,feminine,French
paléologie,feminine,French
paléoneurologie,feminine,French
paléontologie,feminine,French
paléontologiste,feminine,French
paléontologue,feminine,French
paléopathologie,feminine,French
paléosismologie,feminine,French
paléozoologie,feminine,French
palethnologie,feminine,French
Paletou,feminine,French
palette,feminine,French
pâleur,feminine,French
Palharés,feminine,French
Palhassar,feminine,French
palilalie,feminine,French
Palis,feminine,French
palissade,feminine,French
Palisse,feminine,French
pallidectomie,feminine,French
palmacée,feminine,French
palmature,feminine,French
palme,feminine,French
palmeraie,feminine,French
palmette,feminine,French
palmine,feminine,French
palmitine,feminine,French
Paloc,feminine,French
palombe,feminine,French
Paloumet,feminine,French
palourde,feminine,French
palpation,feminine,French
palpitation,feminine,French
paluche,feminine,French
paludine,feminine,French
paludologie,feminine,French
palynologie,feminine,French
pamphlétaire,feminine,French
pampille,feminine,French
panacée,feminine,French
panachure,feminine,French
panade,feminine,French
pancarte,feminine,French
Panchard,feminine,French
panclastite,feminine,French
pancréatine,feminine,French
pancréatite,feminine,French
pandecte,feminine,French
Pandélé,feminine,French
pandémie,feminine,French
pandiculation,feminine,French
panenthéiste,feminine,French
paneterie,feminine,French
panetière,feminine,French
panification,feminine,French
panique,feminine,French
panosse,feminine,French
panphobie,feminine,French
panse,feminine,French
pansexualité,feminine,French
panspermie,feminine,French
pantachie,feminine,French
pantagruéliste,feminine,French
pantalonnade,feminine,French
panthéiste,feminine,French
panthéonisation,feminine,French
œcologiste,masculine,French
œconomat,masculine,French
œconome,masculine,French
œconomiste,masculine,French
œcoumène,masculine,French
oecuméniste,masculine,French
œcumenopole,masculine,French
œdicnème,masculine,French
œnolisme,masculine,French
oenologue,masculine,French
œnologue,masculine,French
œnophile,masculine,French
œnophobe,masculine,French
œsophage,masculine,French
oeuf,masculine,French
œuf,masculine,French
œufrier,masculine,French
offenseur,masculine,French
offsettiste,masculine,French
oflag,masculine,French
Ogier,masculine,French
ogre,masculine,French
Ohayon,masculine,French
oignon,masculine,French
oing,masculine,French
oiselier,masculine,French
oisillon,masculine,French
O'Keefe,masculine,French
okroug,masculine,French
oléandre,masculine,French
olécrane,masculine,French
olécrâne,masculine,French
oléfine,masculine,French
oléiculteur,masculine,French
olifant,masculine,French
oligarque,masculine,French
oligiste,masculine,French
Oligocène,masculine,French
oligomère,masculine,French
oligopole,masculine,French
oligopsone,masculine,French
olisbos,masculine,French
olivier,masculine,French
Olympe,masculine,French
omble,masculine,French
ombrage,masculine,French
ombre,masculine,French
ombrien,masculine,French
ombudsman,masculine,French
Omer,masculine,French
omnibus,masculine,French
omnium,masculine,French
onaniste,masculine,French
oncle,masculine,French
ondinisme,masculine,French
ondiniste,masculine,French
ondoiement,masculine,French
onduleur,masculine,French
Onésime,masculine,French
onglet,masculine,French
ongulé,masculine,French
oniromancien,masculine,French
onoporde,masculine,French
qanûn,feminine,French
Qatarie,feminine,French
quadra,feminine,French
quadragénaire,feminine,French
quadragésime,feminine,French
quadrangle,feminine,French
quadratrice,feminine,French
quadrature,feminine,French
quadrette,feminine,French
quadrichromie,feminine,French
quadrille,feminine,French
quadriphonie,feminine,French
quadriplégie,feminine,French
quadrique,feminine,French
quadrirème,feminine,French
quadrisaïeule,feminine,French
quadrupédie,feminine,French
quæstion,feminine,French
quakeresse,feminine,French
qualification,feminine,French
qualité,feminine,French
qualitée,feminine,French
quantification,feminine,French
quarantaine,feminine,French
Quarante,feminine,French
quarantenaire,feminine,French
Quartararo,feminine,French
quartation,feminine,French
quarte,feminine,French
quarteronne,feminine,French
quartique,feminine,French
quasiparticule,feminine,French
quassine,feminine,French
quatorzaine,feminine,French
québécité,feminine,French
Québécoise,feminine,French
quéfrence,feminine,French
quémandeuse,feminine,French
Queneau,feminine,French
quenelle,feminine,French
quenotte,feminine,French
quenouille,feminine,French
quéquette,feminine,French
quercétine,feminine,French
quercitrine,feminine,French
querelle,feminine,French
quérimonie,feminine,French
questeuse,feminine,French
question,feminine,French
questionneuse,feminine,French
questure,feminine,French
quétaine,feminine,French
quêteuse,feminine,French
quetsche,feminine,French
queue,feminine,French
Queysanne,feminine,French
quiche,feminine,French
quichenotte,feminine,French
quiddité,feminine,French
quiétiste,feminine,French
quiétude,feminine,French
Quiévrechain,feminine,French
quille,feminine,French
quillette,feminine,French
Quimper,feminine,French
Quimpéroise,feminine,French
quincaille,feminine,French
quincaillère,feminine,French
quincaillerie,feminine,French
quincaillière,feminine,French
quinine,feminine,French
quinoa,feminine,French
quinoïdine,feminine,French
quinoléine,feminine,French
quinone,feminine,French
quinqua,feminine,French
quinquagénaire,feminine,French
quintaine,feminine,French
quinte,feminine,French
quintessence,feminine,French
quinzaine,feminine,French
quinzomadaire,feminine,French
quirite,feminine,French
Quiterie,feminine,French
quittance,feminine,French
Quitterie,feminine,French
rabane,feminine,French
racaille,feminine,French
race,feminine,French
racheteuse,feminine,French
rachialgie,feminine,French
rachianesthésie,feminine,French
racine,feminine,French
racinette,feminine,French
raciologie,feminine,French
raciste,feminine,French
raclée,feminine,French
raclette,feminine,French
raclure,feminine,French
racoleuse,feminine,French
raconteuse,feminine,French
radarastronomie,feminine,French
radariste,feminine,French
radasse,feminine,French
rade,feminine,French
Radegonde,feminine,French
radication,feminine,French
radicule,feminine,French
radiescence,feminine,French
radiesthésiste,feminine,French
radinerie,feminine,French
radioactivation,feminine,French
radiobalise,feminine,French
radiobiologie,feminine,French
radioborne,feminine,French
radiochimie,feminine,French
radiochimiste,feminine,French
radiochirurgie,feminine,French
radiochronologie,feminine,French
radiocommande,feminine,French
radiocristallographie,feminine,French
radiodiffusion,feminine,French
radiodilettante,feminine,French
radioécologie,feminine,French
radioélectricité,feminine,French
radioexposition,feminine,French
radiofréquence,feminine,French
rabane,feminine,French
racaille,feminine,French
race,feminine,French
racheteuse,feminine,French
rachialgie,feminine,French
rachianesthésie,feminine,French
racine,feminine,French
racinette,feminine,French
raciologie,feminine,French
raciste,feminine,French
raclée,feminine,French
raclette,feminine,French
raclure,feminine,French
racoleuse,feminine,French
raconteuse,feminine,French
radarastronomie,feminine,French
radariste,feminine,French
radasse,feminine,French
rade,feminine,French
Radegonde,feminine,French
radication,feminine,French
radicule,feminine,French
radiescence,feminine,French
radiesthésiste,feminine,French
radinerie,feminine,French
radioactivation,feminine,French
radiobalise,feminine,French
radiobiologie,feminine,French
radioborne,feminine,French
radiochimie,feminine,French
radiochimiste,feminine,French
radiochirurgie,feminine,French
radiochronologie,feminine,French
radiocommande,feminine,French
radiocristallographie,feminine,French
radiodiffusion,feminine,French
radiodilettante,feminine,French
radioécologie,feminine,French
radioélectricité,feminine,French
radioexposition,feminine,French
radiofréquence,feminine,French
radiogalaxie,feminine,French
radiogoniométrie,feminine,French
radiographie,feminine,French
radiolarite,feminine,French
radiolithe,feminine,French
radiologie,feminine,French
radiologiste,feminine,French
radiologue,feminine,French
radiolyse,feminine,French
radiométallographie,feminine,French
radiométrie,feminine,French
radionavigation,feminine,French
radiophile,feminine,French
radiophonie,feminine,French
radiophoniste,feminine,French
radiophotographie,feminine,French
radioprotection,feminine,French
radiosensibilité,feminine,French
radiosité,feminine,French
radiotélégraphie,feminine,French
radiotélégraphiste,feminine,French
radiotéléphonie,feminine,French
radiotéléphoniste,feminine,French
radiotélévision,feminine,French
radiothérapeute,feminine,French
pabliste,masculine,French
Pabon,masculine,French
pacage,masculine,French
pacanier,masculine,French
pacemaker,masculine,French
pacha,masculine,French
pachto,masculine,French
pachyderme,masculine,French
pacificateur,masculine,French
pacifiste,masculine,French
pack,masculine,French
packaging,masculine,French
packfung,masculine,French
pacsage,masculine,French
Pactole,masculine,French
padichah,masculine,French
paedagogue,masculine,French
radiotoxicité,feminine,French
radiotoxicologue,feminine,French
rafale,feminine,French
raffinerie,feminine,French
rageuse,feminine,French
ragougnasse,feminine,French
raideur,feminine,French
raille,feminine,French
raillerie,feminine,French
raine,feminine,French
rainette,feminine,French
rainure,feminine,French
raiponce,feminine,French
ralingue,feminine,French
rallonge,feminine,French
ramassette,feminine,French
rame,feminine,French
ramification,feminine,French
rampe,feminine,French
ramure,feminine,French
rancoeur,feminine,French
rançon,feminine,French
randomisation,feminine,French
randonneuse,feminine,French
ranule,feminine,French
Raoust,feminine,French
rapacité,feminine,French
râpe,feminine,French
rapette,feminine,French
Raphaëlle,feminine,French
raphanine,feminine,French
rapidité,feminine,French
pædagogue,masculine,French
pædéraste,masculine,French
paf,masculine,French
paganisme,masculine,French
page,masculine,French
pagne,masculine,French
paiement,masculine,French
païen,masculine,French
paillasse,masculine,French
Paillasse,masculine,French
pailler,masculine,French
Paillous,masculine,French
païsage,masculine,French
pal,masculine,French
palabre,masculine,French
râpure,feminine,French
raréfaction,feminine,French
rascasse,feminine,French
ratière,feminine,French
ratification,feminine,French
ratiocination,feminine,French
ration,feminine,French
rationalisation,feminine,French
rationaliste,feminine,French
rationnaire,feminine,French
Ratisbonne,feminine,French
ratonnade,feminine,French
raucité,feminine,French
Palatin,masculine,French
palatogramme,masculine,French
paléoanthropologue,masculine,French
Paléocène,masculine,French
paléoclimat,masculine,French
paléocortex,masculine,French
paléoenvironnement,masculine,French
Paléogène,masculine,French
paléographe,masculine,French
paléolithique,masculine,French
paléomagnétisme,masculine,French
paléontologiste,masculine,French
paléontologue,masculine,French
paléopallium,masculine,French
Paléoprotérozoïque,masculine,French
Palerme,masculine,French
Palermitain,masculine,French
palet,masculine,French
paletot,masculine,French
Paletou,masculine,French
Palharés,masculine,French
Palhassar,masculine,French
palimpseste,masculine,French
palindrome,masculine,French
Palis,masculine,French
Palisse,masculine,French
paliure,masculine,French
palladium,masculine,French
palladure,masculine,French
pallénis,masculine,French
pallidum,masculine,French
pallisandre,masculine,French
pallium,masculine,French
palmarès,masculine,French
palmarium,masculine,French
palmier,masculine,French
palmipède,masculine,French
palmiste,masculine,French
palmite,masculine,French
Palmyrien,masculine,French
Paloc,masculine,French
palot,masculine,French
Paloumet,masculine,French
palse,masculine,French
palud,masculine,French
paludarium,masculine,French
palude,masculine,French
paludisme,masculine,French
pamphlétaire,masculine,French
pamplemousse,masculine,French
pamplemoussier,masculine,French
pampre,masculine,French
panachage,masculine,French
panache,masculine,French
panaché,masculine,French
panafricanisme,masculine,French
panage,masculine,French
Qatarien,masculine,French
Qohéleth,masculine,French
qouf,masculine,French
qu,masculine,French
quadra,masculine,French
quadragénaire,masculine,French
quadrant,masculine,French
quadri,masculine,French
quadricarbure,masculine,French
quadriceps,masculine,French
quadricycle,masculine,French
quadrige,masculine,French
quadrilatère,masculine,French
quadrillage,masculine,French
quadrille,masculine,French
quadrilobe,masculine,French
quadrimestre,masculine,French
quadrinôme,masculine,French
quadripôle,masculine,French
quadriréacteur,masculine,French
quadrisulfure,masculine,French
quadrisyllabe,masculine,French
quadroxyde,masculine,French
quadrumane,masculine,French
quadrupède,masculine,French
quadruple,masculine,French
quadruplé,masculine,French
quadruplet,masculine,French
quadrupôle,masculine,French
quæsteur,masculine,French
qualificatif,masculine,French
quanteur,masculine,French
quantificateur,masculine,French
quantifieur,masculine,French
quantum,masculine,French
quarantenaire,masculine,French
quark,masculine,French
quarré,masculine,French
quart,masculine,French
Quartararo,masculine,French
quarté,masculine,French
quarter,masculine,French
quarterback,masculine,French
quartet,masculine,French
quartette,masculine,French
quartidi,masculine,French
quartier,masculine,French
quartile,masculine,French
quartzite,masculine,French
quasar,masculine,French
quasimodo,masculine,French
quassia,masculine,French
quaternion,masculine,French
quatorzain,masculine,French
quatorzième,masculine,French
quatrain,masculine,French
quatrefeuilles,masculine,French
quatrième,masculine,French
quatriesme,masculine,French
quattrocento,masculine,French
québécol,masculine,French
quebracho,masculine,French
quechua,masculine,French
queireret,masculine,French
quémandeur,masculine,French
Queneau,masculine,French
quenottier,masculine,French
Quentin,masculine,French
questeur,masculine,French
questionnaire,masculine,French
questionnement,masculine,French
questionneur,masculine,French
quétaine,masculine,French
quêteur,masculine,French
quêteux,masculine,French
quetzal,masculine,French
queutard,masculine,French
Queysanne,masculine,French
quick,masculine,French
quidam,masculine,French
quiétisme,masculine,French
quiétiste,masculine,French
quignon,masculine,French
quillard,masculine,French
quincaillier,masculine,French
quincajou,masculine,French
quinconce,masculine,French
quinnat,masculine,French
quinoa,masculine,French
quinqua,masculine,French
quinquagénaire,masculine,French
quinquennat,masculine,French
quinquet,masculine,French
quinquin,masculine,French
quinquina,masculine,French
quint,masculine,French
quinté,masculine,French
quinteau,masculine,French
quintessentiel,masculine,French
quintette,masculine,French
quintidi,masculine,French
quintidodécaèdre,masculine,French
quintilion,masculine,French
quintuple,masculine,French
quintuplement,masculine,French
Saame,feminine,French
sabadilline,feminine,French
Sabena,feminine,French
sabine,feminine,French
sabkha,feminine,French
sablonnière,feminine,French
saboteuse,feminine,French
sabotière,feminine,French
sabretache,feminine,French
saccade,feminine,French
saccarine,feminine,French
saccharase,feminine,French
saccharification,feminine,French
saccharine,feminine,French
saccharomycose,feminine,French
sacculine,feminine,French
sachée,feminine,French
Sachiko,feminine,French
sacoche,feminine,French
sacralisation,feminine,French
sadique,feminine,French
sadiste,feminine,French
sado,feminine,French
sage,feminine,French
sagefemme,feminine,French
sagesse,feminine,French
sagette,feminine,French
saharienne,feminine,French
saie,feminine,French
Saïgonnaise,feminine,French
saillie,feminine,French
sainte,feminine,French
Sainte,feminine,French
Saintes,feminine,French
Saintonge,feminine,French
Sainty,feminine,French
saisie,feminine,French
Salacrou,feminine,French
salade,feminine,French
saladelle,feminine,French
saladerie,feminine,French
salafasciste,feminine,French
salafiste,feminine,French
salangane,feminine,French
salicacée,feminine,French
salification,feminine,French
salinisation,feminine,French
salinité,feminine,French
salissure,feminine,French
salivation,feminine,French
salive,feminine,French
salle,feminine,French
salmonelle,feminine,French
salmonellose,feminine,French
salpêtrière,feminine,French
salpingectomie,feminine,French
salpingite,feminine,French
salpingographie,feminine,French
salpingoplastie,feminine,French
salse,feminine,French
salsepareille,feminine,French
salsolacée,feminine,French
saltation,feminine,French
salure,feminine,French
salutation,feminine,French
salutiste,feminine,French
Salutiste,feminine,French
Salvadorienne,feminine,French
salve,feminine,French
Samarcande,feminine,French
samare,feminine,French
Samarie,feminine,French
sambuque,feminine,French
same,feminine,French
Samogitie,feminine,French
sanctification,feminine,French
sanction,feminine,French
sandale,feminine,French
sandalette,feminine,French
sandiniste,feminine,French
Sandra,feminine,French
sankariste,feminine,French
rabâb,masculine,French
rabattement,masculine,French
rabe,masculine,French
rabotage,masculine,French
raccommodement,masculine,French
raccordement,masculine,French
raccourci,masculine,French
raccourcissement,masculine,French
racheteur,masculine,French
raciste,masculine,French
racket,masculine,French
raclement,masculine,French
raclette,masculine,French
racleur,masculine,French
racolage,masculine,French
racontage,masculine,French
radargramme,masculine,French
radariste,masculine,French
rade,masculine,French
radé,masculine,French
radeau,masculine,French
radialène,masculine,French
radiateur,masculine,French
radiesthésiste,masculine,French
radin,masculine,French
radiobalisage,masculine,French
radiocarbone,masculine,French
radiocarbure,masculine,French
radiocassette,masculine,French
radiocésium,masculine,French
radiochimiste,masculine,French
radiocobalt,masculine,French
radioconducteur,masculine,French
radiodilettante,masculine,French
radiogramme,masculine,French
radioguidage,masculine,French
radiolaire,masculine,French
radiolésion,masculine,French
radiologiste,masculine,French
radiologue,masculine,French
radionavigant,masculine,French
radionucléide,masculine,French
radiophare,masculine,French
radiophile,masculine,French
radiophoniste,masculine,French
radioplomb,masculine,French
radioprotecteur,masculine,French
radioralliement,masculine,French
radioréalité,masculine,French
radiorécepteur,masculine,French
radioreportage,masculine,French
radioreporter,masculine,French
radioréveil,masculine,French
radiotélégramme,masculine,French
radiotélégraphiste,masculine,French
radiotéléphone,masculine,French
radiotéléphoniste,masculine,French
radiothérapeute,masculine,French
radiotoxicologue,masculine,French
radotage,masculine,French
radoteur,masculine,French
raëlisme,masculine,French
raffermissement,masculine,French
raffinage,masculine,French
raffinement,masculine,French
raffineur,masculine,French
raffut,masculine,French
rafistolage,masculine,French
rafraîchissement,masculine,French
rafting,masculine,French
raille,masculine,French
railleur,masculine,French
railway,masculine,French
rainurage,masculine,French
raïs,masculine,French
rajeunissant,masculine,French
rajeunissement,masculine,French
râle,masculine,French
râlement,masculine,French
râleur,masculine,French
rallongement,masculine,French
ramancheux,masculine,French
ramassage,masculine,French
ramasseur,masculine,French
ramequin,masculine,French
ramereau,masculine,French
ramollissement,masculine,French
ramon,masculine,French
tabacologie,feminine,French
tabacomanie,feminine,French
tabagie,feminine,French
tabatière,feminine,French
tablée,feminine,French
tache,feminine,French
tâche,feminine,French
tachéométrie,feminine,French
tacheture,feminine,French
tachiste,feminine,French
tachyarythmie,feminine,French
tachygraphe,feminine,French
tachygraphie,feminine,French
tachykinine,feminine,French
tachymétrie,feminine,French
tachyphagie,feminine,French
tachyphémie,feminine,French
tachyphylaxie,feminine,French
taciturnité,feminine,French
tacticienne,feminine,French
taekwondoïste,feminine,French
taffe,feminine,French
tafia,feminine,French
tafiole,feminine,French
tagète,feminine,French
tagette,feminine,French
tagueuse,feminine,French
taie,feminine,French
taillable,feminine,French
taillanderie,feminine,French
taille,feminine,French
Taïwanaise,feminine,French
Tallinn,feminine,French
talmouse,feminine,French
talmudiste,feminine,French
taloche,feminine,French
talonnade,feminine,French
tambourinaire,feminine,French
Tamiko,feminine,French
Tamise,feminine,French
tanagra,feminine,French
tanaisie,feminine,French
Tananarive,feminine,French
tanche,feminine,French
tangence,feminine,French
tangente,feminine,French
tankiste,feminine,French
tannerie,feminine,French
tantine,feminine,French
Tanzanie,feminine,French
tanzanite,feminine,French
taôiste,feminine,French
tapette,feminine,French
taphonomie,feminine,French
taphophilie,feminine,French
taquinerie,feminine,French
Tarente,feminine,French
